Sex,Race/Ethnicity,Age,Stage,AgeadjustedRateper100000,Age-adjusted Rate Standard Error,Age-adjusted Rate Lower Confidence Interval,Age-adjusted Rate Upper Confidence Interval
Female,Hispanic (any race),Ages 65+,Localized,47.0206,1.0174,45.0474,49.0579
Female,Hispanic (any race),Ages 65+,Regional,46.839,1.0175,44.8658,48.8764
Female,Hispanic (any race),Ages 65+,Distant,25.2627,0.7461,23.8213,26.7684
Female,Hispanic (any race),Ages 65+,Unstaged,10.826,0.4878,9.8909,11.8257
Female,Hispanic (any race),Ages <15,All Stages,0.1764,0.0333,0.1172,0.2545
Female,Hispanic (any race),Ages <15,Localized,0.1578,0.0316,0.1021,0.2326
Female,Hispanic (any race),Ages <15,Regional,-,-,-,-
Female,Hispanic (any race),Ages <15,Distant,-,-,-,-
Female,Hispanic (any race),Ages <15,Unstaged,-,-,-,-
Female,Hispanic (any race),Ages 15-39,All Stages,3.7106,0.128,3.4639,3.9698
Female,Hispanic (any race),Ages 15-39,Localized,1.3922,0.0776,1.2443,1.5525
Female,Hispanic (any race),Ages 15-39,Regional,1.2359,0.0743,1.0946,1.3899
Female,Hispanic (any race),Ages 15-39,Distant,0.9324,0.0648,0.8097,1.0679
Female,Hispanic (any race),Ages 15-39,Unstaged,0.1501,0.0256,0.1042,0.209
Female,Hispanic (any race),Ages 40-64,All Stages,36.2806,0.4623,35.3801,37.1983
Female,Hispanic (any race),Ages 40-64,Localized,13.9495,0.2865,13.3935,14.5227
Female,Hispanic (any race),Ages 40-64,Regional,12.6426,0.273,12.1132,13.1893
Female,Hispanic (any race),Ages 40-64,Distant,7.846,0.2152,7.4299,8.2793
Female,Hispanic (any race),Ages 40-64,Unstaged,1.8425,0.104,1.6442,2.0581
Female,Hispanic (any race),Ages 65-74,All Stages,100.5151,1.9434,96.7418,104.3975
Female,Hispanic (any race),Ages 65-74,Localized,39.2087,1.2113,36.8703,41.6564
Female,Hispanic (any race),Ages 65-74,Regional,35.6153,1.1575,33.3825,37.9579
Female,Hispanic (any race),Ages 65-74,Distant,19.7183,0.8618,18.0651,21.4817
Female,Hispanic (any race),Ages 65-74,Unstaged,5.9727,0.4764,5.0755,6.9821
Female,Hispanic (any race),Ages 75+,All Stages,162.1548,2.8362,156.6431,167.8104
Female,Hispanic (any race),Ages 75+,Localized,55.5686,1.6684,52.3464,58.9363
Female,Hispanic (any race),Ages 75+,Regional,59.1201,1.7135,55.8091,62.5758
Female,Hispanic (any race),Ages 75+,Distant,31.3295,1.2459,28.9347,33.8691
Female,Hispanic (any race),Ages 75+,Unstaged,16.1366,0.8787,14.4602,17.9555
Female,Hispanic (any race),Ages < 20,All Stages,0.3956,0.0434,0.3151,0.4902
Female,Hispanic (any race),Ages < 20,Localized,0.329,0.0396,0.256,0.4161
Female,Hispanic (any race),Ages < 20,Regional,-,-,-,-
Female,Hispanic (any race),Ages < 20,Distant,-,-,-,-
Female,Hispanic (any race),Ages < 20,Unstaged,-,-,-,-
Female,Non-Hispanic White,All Ages,All Stages,34.3374,0.1255,34.0918,34.5845
Female,Non-Hispanic White,All Ages,Localized,13.302,0.0784,13.1488,13.4567
Female,Non-Hispanic White,All Ages,Regional,12.0057,0.0742,11.8606,12.1522
Female,Non-Hispanic White,All Ages,Distant,7.0524,0.0575,6.9401,7.1661
Female,Non-Hispanic White,All Ages,Unstaged,1.9774,0.0283,1.9223,2.0338
Female,Non-Hispanic White,Ages < 50,All Stages,7.8681,0.0894,7.6938,8.0454
Female,Non-Hispanic White,Ages < 50,Localized,2.9701,0.0549,2.8635,3.0796
Female,Non-Hispanic White,Ages < 50,Regional,2.7251,0.0526,2.6229,2.8304
Female,Non-Hispanic White,Ages < 50,Distant,1.9249,0.0443,1.8391,2.0137
Female,Non-Hispanic White,Ages < 50,Unstaged,0.248,0.016,0.2176,0.2815
Female,Non-Hispanic White,Ages 50-64,All Stages,56.0718,0.3915,55.307,56.8444
Female,Non-Hispanic White,Ages 50-64,Localized,22.2872,0.248,21.8037,22.7786
Female,Non-Hispanic White,Ages 50-64,Regional,19.3426,0.2294,18.8955,19.7976
Female,Non-Hispanic White,Ages 50-64,Distant,12.4383,0.1835,12.0813,12.8032
Female,Non-Hispanic White,Ages 50-64,Unstaged,2.0037,0.074,1.8612,2.1541
Female,Non-Hispanic White,Ages 65+,All Stages,160.1046,0.7132,158.7097,161.5087
Female,Non-Hispanic White,Ages 65+,Localized,61.7984,0.4465,60.9264,62.6797
Female,Non-Hispanic White,Ages 65+,Regional,56.4379,0.4243,55.6094,57.2756
Female,Non-Hispanic White,Ages 65+,Distant,30.0203,0.3087,29.4181,30.6316
Female,Non-Hispanic White,Ages 65+,Unstaged,11.848,0.1844,11.4893,12.2154
Female,Non-Hispanic White,Ages <15,All Stages,0.2619,0.0318,0.2034,0.3321
Female,Non-Hispanic White,Ages <15,Localized,0.2155,0.0288,0.1628,0.28
Female,Non-Hispanic White,Ages <15,Regional,-,-,-,-
Female,Non-Hispanic White,Ages <15,Distant,-,-,-,-
Female,Non-Hispanic White,Ages <15,Unstaged,-,-,-,-
Female,Non-Hispanic White,Ages 15-39,All Stages,5.1784,0.1062,4.9723,5.3907
Female,Non-Hispanic White,Ages 15-39,Localized,2.2384,0.0692,2.1049,2.3781
Female,Non-Hispanic White,Ages 15-39,Regional,1.617,0.0597,1.5022,1.7381
Female,Non-Hispanic White,Ages 15-39,Distant,1.1121,0.0498,1.0166,1.2138
Female,Non-Hispanic White,Ages 15-39,Unstaged,0.2109,0.0215,0.1709,0.2572
Female,Non-Hispanic White,Ages 40-64,All Stages,40.167,0.2584,39.6622,40.6767
Female,Non-Hispanic White,Ages 40-64,Localized,15.3018,0.1584,14.9929,15.6156
Female,Non-Hispanic White,Ages 40-64,Regional,14.1164,0.1536,13.8169,14.4208
Female,Non-Hispanic White,Ages 40-64,Distant,9.4187,0.1262,9.173,9.6694
Female,Non-Hispanic White,Ages 40-64,Unstaged,1.3301,0.0464,1.2407,1.4243
Female,Non-Hispanic White,Ages 65-74,All Stages,111.3849,0.8218,109.7799,113.0074
Female,Non-Hispanic White,Ages 65-74,Localized,44.7029,0.5215,43.6866,45.7367
Female,Non-Hispanic White,Ages 65-74,Regional,39.1479,0.4869,38.1994,40.1139
Female,Non-Hispanic White,Ages 65-74,Distant,22.935,0.372,22.2116,23.6758
Female,Non-Hispanic White,Ages 65-74,Unstaged,4.5992,0.1675,4.2766,4.9395
Female,Non-Hispanic White,Ages 75+,All Stages,213.4146,1.1926,211.0833,215.765
Female,Non-Hispanic White,Ages 75+,Localized,80.5046,0.7408,79.0592,81.9695
Female,Non-Hispanic White,Ages 75+,Regional,75.357,0.7111,73.9696,76.7637
Female,Non-Hispanic White,Ages 75+,Distant,37.7731,0.5024,36.7948,38.7708
Female,Non-Hispanic White,Ages 75+,Unstaged,19.7798,0.34,19.1191,20.4583
Female,Non-Hispanic White,Ages < 20,All Stages,0.5815,0.0401,0.5057,0.6657
Female,Non-Hispanic White,Ages < 20,Localized,0.4632,0.0358,0.3958,0.539
Female,Non-Hispanic White,Ages < 20,Regional,0.0856,0.0154,0.0581,0.1217
Female,Non-Hispanic White,Ages < 20,Distant,-,-,-,-
Female,Non-Hispanic White,Ages < 20,Unstaged,-,-,-,-
Female,White (includes Hispanic),All Ages,All Stages,33.5771,0.1129,33.3562,33.7991
Female,White (includes Hispanic),All Ages,Localized,12.9291,0.0702,12.7919,13.0675
Female,White (includes Hispanic),All Ages,Regional,11.7729,0.0669,11.6422,11.9049
Female,White (includes Hispanic),All Ages,Distant,6.8972,0.0515,6.7967,6.999
Female,White (includes Hispanic),All Ages,Unstaged,1.9778,0.0261,1.9269,2.0297
Female,White (includes Hispanic),Ages < 50,All Stages,7.371,0.0738,7.227,7.5171
Female,White (includes Hispanic),Ages < 50,Localized,2.7354,0.0448,2.6483,2.8246
Female,White (includes Hispanic),Ages < 50,Regional,2.5774,0.0437,2.4923,2.6645
Female,White (includes Hispanic),Ages < 50,Distant,1.8241,0.0368,1.7526,1.8977
Female,White (includes Hispanic),Ages < 50,Unstaged,0.2341,0.0132,0.2089,0.2614
Female,White (includes Hispanic),Ages 50-64,All Stages,55.9845,0.3557,55.2895,56.686
Female,White (includes Hispanic),Ages 50-64,Localized,22.2442,0.2251,21.8052,22.6899
Female,White (includes Hispanic),Ages 50-64,Regional,19.3148,0.2085,18.9083,19.7279
Female,White (includes Hispanic),Ages 50-64,Distant,12.2688,0.1658,11.9459,12.5982
Female,White (includes Hispanic),Ages 50-64,Unstaged,2.1566,0.0698,2.022,2.2979
Female,White (includes Hispanic),Ages 65+,All Stages,157.0386,0.664,155.7399,158.3455
Female,White (includes Hispanic),Ages 65+,Localized,60.2427,0.4141,59.4337,61.0598
Female,White (includes Hispanic),Ages 65+,Regional,55.4756,0.3954,54.7034,56.2559
Female,White (includes Hispanic),Ages 65+,Distant,29.5711,0.288,29.0092,30.141
Female,White (includes Hispanic),Ages 65+,Unstaged,11.7493,0.1736,11.4115,12.0948
Female,White (includes Hispanic),Ages <15,All Stages,0.2326,0.0243,0.1875,0.2853
Female,White (includes Hispanic),Ages <15,Localized,0.1947,0.0222,0.1536,0.2433
Female,White (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,White (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,White (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,White (includes Hispanic),Ages 15-39,All Stages,4.788,0.0854,4.622,4.9583
Female,White (includes Hispanic),Ages 15-39,Localized,1.9999,0.0546,1.8942,2.1098
Female,White (includes Hispanic),Ages 15-39,Regional,1.5178,0.0484,1.4245,1.6155
Female,White (includes Hispanic),Ages 15-39,Distant,1.0839,0.0411,1.0049,1.1673
Female,White (includes Hispanic),Ages 15-39,Unstaged,0.1864,0.0169,0.1548,0.2224
Female,White (includes Hispanic),Ages 40-64,All Stages,39.4169,0.2268,38.9736,39.8641
Female,White (includes Hispanic),Ages 40-64,Localized,15.0152,0.1393,14.7434,15.2907
Female,White (includes Hispanic),Ages 40-64,Regional,13.8708,0.1349,13.6076,14.1378
Female,White (includes Hispanic),Ages 40-64,Distant,9.129,0.1099,8.9148,9.347
Female,White (includes Hispanic),Ages 40-64,Unstaged,1.402,0.0422,1.3205,1.4874
Female,White (includes Hispanic),Ages 65-74,All Stages,110.2286,0.7643,108.7357,111.7368
Female,White (includes Hispanic),Ages 65-74,Localized,44.1166,0.4841,43.1729,45.0757
Female,White (includes Hispanic),Ages 65-74,Regional,38.8265,0.4533,37.943,39.7254
Female,White (includes Hispanic),Ages 65-74,Distant,22.5717,0.3451,21.9003,23.2583
Female,White (includes Hispanic),Ages 65-74,Unstaged,4.7138,0.1586,4.408,5.035
Female,White (includes Hispanic),Ages 75+,All Stages,208.259,1.111,206.0871,210.448
Female,White (includes Hispanic),Ages 75+,Localized,77.8881,0.6867,76.5479,79.2455
Female,White (includes Hispanic),Ages 75+,Regional,73.6933,0.6629,72.3997,75.0041
Female,White (includes Hispanic),Ages 75+,Distant,37.2299,0.4704,36.3137,38.1633
Female,White (includes Hispanic),Ages 75+,Unstaged,19.4477,0.3195,18.8265,20.0849
Female,White (includes Hispanic),Ages < 20,All Stages,0.5307,0.0312,0.4712,0.5956
Female,White (includes Hispanic),Ages < 20,Localized,0.4262,0.028,0.3731,0.4848
Female,White (includes Hispanic),Ages < 20,Regional,0.0717,0.0115,0.051,0.0981
Female,White (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,White (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,All Races (includes Hispanic),All Ages,All Stages,44.2014,0.1255,43.9557,44.4482
Male,All Races (includes Hispanic),All Ages,Localized,16.8376,0.0773,16.6865,16.9898
Male,All Races (includes Hispanic),All Ages,Regional,15.2378,0.0738,15.0935,15.3831
Male,All Races (includes Hispanic),All Ages,Distant,9.3249,0.0574,9.2127,9.4382
Male,All Races (includes Hispanic),All Ages,Unstaged,2.8011,0.0323,2.7382,2.8651
Male,All Races (includes Hispanic),Ages < 50,All Stages,7.9011,0.0654,7.7735,8.0304
Male,All Races (includes Hispanic),Ages < 50,Localized,2.4869,0.0366,2.4157,2.5596
Male,All Races (includes Hispanic),Ages < 50,Regional,3.0279,0.0406,2.9489,3.1085
Male,All Races (includes Hispanic),Ages < 50,Distant,2.0736,0.0335,2.0084,2.1404
Male,All Races (includes Hispanic),Ages < 50,Unstaged,0.3127,0.013,0.2878,0.3392
Male,All Races (includes Hispanic),Ages 50-64,All Stages,81.9362,0.3856,81.1821,82.6954
Male,All Races (includes Hispanic),Ages 50-64,Localized,32.4525,0.2433,31.9774,32.933
Male,All Races (includes Hispanic),Ages 50-64,Regional,27.5674,0.2234,27.1312,28.0087
Male,All Races (includes Hispanic),Ages 50-64,Distant,18.0021,0.1802,17.6506,18.3588
Male,All Races (includes Hispanic),Ages 50-64,Unstaged,3.9142,0.0843,3.7507,4.0829
Male,All Races (includes Hispanic),Ages 65+,All Stages,207.2729,0.7981,205.7115,208.8432
Male,All Races (includes Hispanic),Ages 65+,Localized,80.4781,0.4968,79.5073,81.4577
Male,All Races (includes Hispanic),Ages 65+,Regional,70.5184,0.4654,69.6092,71.4365
Male,All Races (includes Hispanic),Ages 65+,Distant,40.548,0.352,39.861,41.2439
Male,All Races (includes Hispanic),Ages 65+,Unstaged,15.7284,0.2231,15.2941,16.1717
Male,All Races (includes Hispanic),Ages <15,All Stages,0.1342,0.0154,0.1057,0.1679
Male,All Races (includes Hispanic),Ages <15,Localized,0.1059,0.0137,0.0808,0.1363
Male,All Races (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,All Races (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,All Races (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,All Races (includes Hispanic),Ages 15-39,All Stages,4.4535,0.0695,4.3183,4.5918
Male,All Races (includes Hispanic),Ages 15-39,Localized,1.4841,0.0397,1.4073,1.564
Male,All Races (includes Hispanic),Ages 15-39,Regional,1.6531,0.0426,1.5706,1.7386
Male,All Races (includes Hispanic),Ages 15-39,Distant,1.1074,0.0349,1.0401,1.1778
Male,All Races (includes Hispanic),Ages 15-39,Unstaged,0.2089,0.015,0.1805,0.2404
Male,All Races (includes Hispanic),Ages 40-64,All Stages,53.9444,0.2318,53.491,54.4007
Male,All Races (includes Hispanic),Ages 40-64,Localized,20.1255,0.1405,19.851,20.403
Male,All Races (includes Hispanic),Ages 40-64,Regional,18.867,0.1378,18.5979,19.1392
Male,All Races (includes Hispanic),Ages 40-64,Distant,12.5199,0.1123,12.3008,12.7421
Male,All Races (includes Hispanic),Ages 40-64,Unstaged,2.4318,0.0487,2.3372,2.5294
Male,All Races (includes Hispanic),Ages 65-74,All Stages,161.1267,0.8886,159.3897,162.8779
Male,All Races (includes Hispanic),Ages 65-74,Localized,64.6418,0.5627,63.5435,65.7542
Male,All Races (includes Hispanic),Ages 65-74,Regional,55.7304,0.5227,54.7107,56.7643
Male,All Races (includes Hispanic),Ages 65-74,Distant,33.1165,0.4028,32.3318,33.9154
Male,All Races (includes Hispanic),Ages 65-74,Unstaged,7.6381,0.1939,7.2627,8.0278
Male,All Races (includes Hispanic),Ages 75+,All Stages,257.7668,1.3596,255.1089,260.4454
Male,All Races (includes Hispanic),Ages 75+,Localized,97.8064,0.8386,96.1697,99.4641
Male,All Races (includes Hispanic),Ages 75+,Regional,86.6996,0.7891,85.1598,88.2603
Male,All Races (includes Hispanic),Ages 75+,Distant,48.6798,0.5909,47.5284,49.852
Male,All Races (includes Hispanic),Ages 75+,Unstaged,24.5809,0.4162,23.7718,25.4107
Male,All Races (includes Hispanic),Ages < 20,All Stages,0.2945,0.0194,0.2577,0.3352
Male,All Races (includes Hispanic),Ages < 20,Localized,0.2255,0.017,0.1934,0.2614
Male,All Races (includes Hispanic),Ages < 20,Regional,0.0473,0.0078,0.0333,0.0652
Male,All Races (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,All Races (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,41.2319,1.7828,37.8114,44.8559
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Localized,15.0165,1.0435,13.0407,17.1885
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Regional,13.3852,1.0166,11.4669,15.5087
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Distant,9.2577,0.8452,7.6754,11.0459
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Unstaged,3.5726,0.5844,2.5202,4.8673
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,6.2126,0.664,4.9797,7.6388
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Localized,2.1345,0.3886,1.4419,3.0229
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Regional,1.9975,0.3743,1.3324,2.8573
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Distant,1.9378,0.3736,1.276,2.798
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,73.7352,4.6039,64.987,83.3319
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Localized,30.1487,2.945,24.6536,36.5022
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Regional,23.2689,2.5878,18.4747,28.9254
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Distant,16.2882,2.1596,12.3328,21.1092
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,203.1764,12.4369,179.5294,229.0873
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Localized,70.8199,7.1422,57.5155,86.3482
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Regional,66.8605,7.1186,53.6395,82.3766
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Distant,42.8274,5.7948,32.2297,55.7892
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Unstaged,22.6686,4.4059,14.8704,32.998
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,3.8855,0.7212,2.6027,5.5445
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,46.5165,2.6336,41.4973,51.9835
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Localized,18.2565,1.6477,15.1701,21.7954
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Regional,14.7835,1.4852,12.0164,18.0057
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Distant,11.3196,1.3053,8.9066,14.1923
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,166.7889,13.0778,142.1414,194.4445
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Localized,69.7054,8.4663,54.106,88.3583
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Regional,51.6042,7.2075,38.4541,67.787
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Distant,33.5915,5.9362,22.9798,47.3425
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,242.9923,21.7623,202.2139,289.6051
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Localized,72.0393,11.7431,50.8862,99.1068
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Regional,83.5542,12.6509,60.6197,112.3829
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Distant,52.9335,10.2508,34.783,77.1747
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Unstaged,34.4652,8.4006,20.0159,55.1949
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,37.8929,0.3861,37.1399,38.6572
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Localized,14.5488,0.238,14.0861,15.0227
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Regional,13.2304,0.2283,12.7867,13.6854
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Distant,7.3953,0.1698,7.0663,7.7356
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Unstaged,2.7183,0.1073,2.5121,2.9364
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,6.5887,0.1815,6.2378,6.9541
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Localized,2.006,0.1002,1.8144,2.2122
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Regional,2.6345,0.1148,2.4143,2.8693
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Distant,1.6884,0.0918,1.5132,1.8782
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Unstaged,0.2598,0.0358,0.1944,0.3402
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,78.0947,1.2531,75.6577,80.5902
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Localized,32.6214,0.8132,31.0469,34.2549
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Regional,26.2061,0.7249,24.8044,27.6664
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Distant,14.9974,0.5465,13.9453,16.1081
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Unstaged,4.2698,0.2915,3.7176,4.8811
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,169.4303,2.4583,164.6461,174.3187
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Localized,64.9218,1.5116,61.9925,67.9546
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Regional,58.5031,1.4462,55.7026,61.4082
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Distant,31.0514,1.0524,29.0226,33.185
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Unstaged,14.9541,0.7476,13.5246,16.4921
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,3.3282,0.1775,2.9895,3.6945
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Localized,0.9819,0.0965,0.8019,1.1899
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Regional,1.3657,0.1139,1.1516,1.6077
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Distant,0.836,0.0888,0.6711,1.0288
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Unstaged,0.1446,0.0364,0.0823,0.2355
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,50.2816,0.7248,48.8708,51.7231
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Localized,19.6864,0.4524,18.8096,20.5941
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Regional,17.608,0.43,16.7752,18.4719
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Distant,10.4305,0.3311,9.7916,11.1005
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Unstaged,2.5566,0.1617,2.2494,2.8947
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,142.6064,2.8443,137.0856,148.2923
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Localized,58.5244,1.8129,55.0246,62.1887
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Regional,49.2535,1.6765,46.022,52.6515
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Distant,26.4815,1.2283,24.1285,29.0015
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Unstaged,8.347,0.6957,7.0391,9.8258
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,198.7814,4.1008,190.8244,206.9851
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Localized,71.922,2.4671,67.1672,76.9244
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Regional,68.6241,2.4099,63.9814,73.5145
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Distant,36.0518,1.7468,32.7089,39.6436
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Unstaged,22.1837,1.368,19.5832,25.0336
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Localized,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,Black (includes Hispanic),All Ages,All Stages,52.4243,0.4488,51.5483,53.3108
Male,Black (includes Hispanic),All Ages,Localized,18.9553,0.2685,18.4327,19.4884
Male,Black (includes Hispanic),All Ages,Regional,16.2437,0.2484,15.7604,16.7375
Male,Black (includes Hispanic),All Ages,Distant,13.3504,0.2246,12.9138,13.7973
Male,Black (includes Hispanic),All Ages,Unstaged,3.8748,0.1311,3.6221,4.1392
Male,Black (includes Hispanic),Ages < 50,All Stages,8.4205,0.1903,8.0515,8.8012
Male,Black (includes Hispanic),Ages < 50,Localized,2.3458,0.1001,2.1537,2.5497
Male,Black (includes Hispanic),Ages < 50,Regional,3.1516,0.1168,2.9268,3.3884
Male,Black (includes Hispanic),Ages < 50,Distant,2.5276,0.1043,2.3274,2.7398
Male,Black (includes Hispanic),Ages < 50,Unstaged,0.3954,0.041,0.3191,0.4837
Male,Black (includes Hispanic),Ages 50-64,All Stages,104.7429,1.2927,102.2243,107.3079
Male,Black (includes Hispanic),Ages 50-64,Localized,40.4119,0.8041,38.8512,42.0192
Male,Black (includes Hispanic),Ages 50-64,Regional,30.9105,0.7019,29.5498,32.3176
Male,Black (includes Hispanic),Ages 50-64,Distant,27.4869,0.6612,26.206,28.8143
Male,Black (includes Hispanic),Ages 50-64,Unstaged,5.9336,0.3077,5.3458,6.5684
Male,Black (includes Hispanic),Ages 65+,All Stages,242.2993,3.0118,236.4319,248.2768
Male,Black (includes Hispanic),Ages 65+,Localized,88.5974,1.8097,85.0856,92.2187
