Sex,Race/Ethnicity,Age,Stage,AgeadjustedRateper100000,Age-adjusted Rate Standard Error,Age-adjusted Rate Lower Confidence Interval,Age-adjusted Rate Upper Confidence Interval
Female,Hispanic (any race),Ages <15,Unstaged,-,-,-,-
Female,Hispanic (any race),Ages 15-39,All Stages,0.7858,0.0594,0.6737,0.9106
Female,Hispanic (any race),Ages 15-39,Localized,0.1784,0.0278,0.1282,0.2414
Female,Hispanic (any race),Ages 15-39,Regional,0.1409,0.0248,0.0966,0.198
Female,Hispanic (any race),Ages 15-39,Distant,0.4225,0.0441,0.3406,0.5176
Female,Hispanic (any race),Ages 15-39,Unstaged,-,-,-,-
Female,Hispanic (any race),Ages 40-64,All Stages,19.8908,0.3409,19.2283,20.5705
Female,Hispanic (any race),Ages 40-64,Localized,3.9904,0.1526,3.6968,4.3012
Female,Hispanic (any race),Ages 40-64,Regional,4.1427,0.1555,3.8435,4.4593
Female,Hispanic (any race),Ages 40-64,Distant,10.9861,0.2534,10.4951,11.4943
Female,Hispanic (any race),Ages 40-64,Unstaged,0.7716,0.0672,0.6455,0.9152
Female,Hispanic (any race),Ages 65-74,All Stages,117.421,2.1138,113.3142,121.6378
Female,Hispanic (any race),Ages 65-74,Localized,29.0525,1.0541,27.023,31.1932
Female,Hispanic (any race),Ages 65-74,Regional,24.9512,0.9719,23.0824,26.9304
Female,Hispanic (any race),Ages 65-74,Distant,57.6727,1.4804,54.8073,60.6481
Female,Hispanic (any race),Ages 65-74,Unstaged,5.7446,0.47,4.8604,6.7418
Female,Hispanic (any race),Ages 75+,All Stages,177.2115,2.9833,171.412,183.1562
Female,Hispanic (any race),Ages 75+,Localized,39.4544,1.415,36.7294,42.3265
Female,Hispanic (any race),Ages 75+,Regional,30.6072,1.2479,28.2098,33.152
Female,Hispanic (any race),Ages 75+,Distant,86.0542,2.0787,82.0278,90.2259
Female,Hispanic (any race),Ages 75+,Unstaged,21.0958,1.0098,19.1627,23.172
Female,Hispanic (any race),Ages < 20,All Stages,-,-,-,-
Female,Hispanic (any race),Ages < 20,Localized,-,-,-,-
Female,Hispanic (any race),Ages < 20,Regional,-,-,-,-
Female,Hispanic (any race),Ages < 20,Distant,-,-,-,-
Female,Hispanic (any race),Ages < 20,Unstaged,-,-,-,-
Female,Non-Hispanic White,All Ages,All Stages,56.0082,0.1544,55.706,56.3118
Female,Non-Hispanic White,All Ages,Localized,13.928,0.0772,13.7771,14.0803
Female,Non-Hispanic White,All Ages,Regional,12.4016,0.0729,12.2591,12.5455
Female,Non-Hispanic White,All Ages,Distant,26.5639,0.1064,26.3557,26.7735
Female,Non-Hispanic White,All Ages,Unstaged,3.1146,0.0352,3.046,3.1846
Female,Non-Hispanic White,Ages < 50,All Stages,3.8231,0.0612,3.704,3.9451
Female,Non-Hispanic White,Ages < 50,Localized,0.8353,0.0287,0.7801,0.8935
Female,Non-Hispanic White,Ages < 50,Regional,0.8529,0.0289,0.7973,0.9115
Female,Non-Hispanic White,Ages < 50,Distant,2.0423,0.0448,1.9555,2.132
Female,Non-Hispanic White,Ages < 50,Unstaged,0.0926,0.0095,0.0749,0.1134
Female,Non-Hispanic White,Ages 50-64,All Stages,86.5771,0.4755,85.6476,87.5142
Female,Non-Hispanic White,Ages 50-64,Localized,18.7451,0.2201,18.3161,19.1818
Female,Non-Hispanic White,Ages 50-64,Regional,19.8668,0.2275,19.4234,20.3179
Female,Non-Hispanic White,Ages 50-64,Distant,45.7505,0.3466,45.0737,46.435
Female,Non-Hispanic White,Ages 50-64,Unstaged,2.2146,0.0757,2.0686,2.3683
Female,Non-Hispanic White,Ages 65+,All Stages,318.5347,1.0253,316.5283,320.5505
Female,Non-Hispanic White,Ages 65+,Localized,83.1778,0.527,82.148,84.2171
Female,Non-Hispanic White,Ages 65+,Regional,69.6687,0.4823,68.7267,70.6203
Female,Non-Hispanic White,Ages 65+,Distant,144.2026,0.6887,142.8558,145.5587
Female,Non-Hispanic White,Ages 65+,Unstaged,21.4856,0.258,20.9829,21.9974
Female,Non-Hispanic White,Ages <15,All Stages,0.09,0.0188,0.0571,0.1351
Female,Non-Hispanic White,Ages <15,Localized,-,-,-,-
Female,Non-Hispanic White,Ages <15,Regional,-,-,-,-
Female,Non-Hispanic White,Ages <15,Distant,-,-,-,-
Female,Non-Hispanic White,Ages <15,Unstaged,-,-,-,-
Female,Non-Hispanic White,Ages 15-39,All Stages,1.1516,0.0506,1.0546,1.255
Female,Non-Hispanic White,Ages 15-39,Localized,0.3548,0.0276,0.3028,0.4131
Female,Non-Hispanic White,Ages 15-39,Regional,0.2731,0.0246,0.227,0.3256
Female,Non-Hispanic White,Ages 15-39,Distant,0.4871,0.0334,0.4239,0.5568
Female,Non-Hispanic White,Ages 15-39,Unstaged,0.0366,0.0089,0.0212,0.0586
Female,Non-Hispanic White,Ages 40-64,All Stages,50.4125,0.2695,49.8856,50.9438
Female,Non-Hispanic White,Ages 40-64,Localized,10.7932,0.1238,10.5519,11.039
Female,Non-Hispanic White,Ages 40-64,Regional,11.4949,0.1282,11.2449,11.7494
Female,Non-Hispanic White,Ages 40-64,Distant,26.8566,0.1976,26.4706,27.247
Female,Non-Hispanic White,Ages 40-64,Unstaged,1.2678,0.0424,1.1861,1.354
Female,Non-Hispanic White,Ages 65-74,All Stages,279.1915,1.3054,276.6388,281.7618
Female,Non-Hispanic White,Ages 65-74,Localized,75.1027,0.6776,73.7804,76.4426
Female,Non-Hispanic White,Ages 65-74,Regional,64.9793,0.6299,63.7505,66.2257
Female,Non-Hispanic White,Ages 65-74,Distant,128.8465,0.8858,127.1161,130.5945
Female,Non-Hispanic White,Ages 65-74,Unstaged,10.263,0.2519,9.7752,10.7686
Female,Non-Hispanic White,Ages 75+,All Stages,361.5848,1.6032,358.4493,364.7403
Female,Non-Hispanic White,Ages 75+,Localized,92.0137,0.8176,90.418,93.6297
Female,Non-Hispanic White,Ages 75+,Regional,74.8,0.7383,73.36,76.2605
Female,Non-Hispanic White,Ages 75+,Distant,161.0054,1.0681,158.9188,163.112
Female,Non-Hispanic White,Ages 75+,Unstaged,33.7657,0.4647,32.861,34.6891
Female,Non-Hispanic White,Ages < 20,All Stages,0.1159,0.0181,0.0831,0.1573
Female,Non-Hispanic White,Ages < 20,Localized,0.0537,0.0123,0.0323,0.084
Female,Non-Hispanic White,Ages < 20,Regional,-,-,-,-
Female,Non-Hispanic White,Ages < 20,Distant,-,-,-,-
Female,Non-Hispanic White,Ages < 20,Unstaged,-,-,-,-
Female,White (includes Hispanic),All Ages,All Stages,51.8053,0.1375,51.5361,52.0756
Female,White (includes Hispanic),All Ages,Localized,12.8141,0.0687,12.6799,12.9494
Female,White (includes Hispanic),All Ages,Regional,11.3741,0.0646,11.2478,11.5016
Female,White (includes Hispanic),All Ages,Distant,24.6401,0.0948,24.4547,24.8266
Female,White (includes Hispanic),All Ages,Unstaged,2.977,0.0322,2.9143,3.0409
Female,White (includes Hispanic),Ages < 50,All Stages,3.278,0.0488,3.183,3.375
Female,White (includes Hispanic),Ages < 50,Localized,0.7043,0.0226,0.6607,0.7499
Female,White (includes Hispanic),Ages < 50,Regional,0.716,0.0228,0.6721,0.762
Female,White (includes Hispanic),Ages < 50,Distant,1.7673,0.0359,1.6977,1.8391
Female,White (includes Hispanic),Ages < 50,Unstaged,0.0904,0.0081,0.0752,0.1077
Female,White (includes Hispanic),Ages 50-64,All Stages,78.164,0.412,77.3585,78.9758
Female,White (includes Hispanic),Ages 50-64,Localized,16.8462,0.1905,16.4748,17.224
Female,White (includes Hispanic),Ages 50-64,Regional,17.8291,0.1965,17.4459,18.2186
Female,White (includes Hispanic),Ages 50-64,Distant,41.4156,0.3006,40.8285,42.009
Female,White (includes Hispanic),Ages 50-64,Unstaged,2.0731,0.0669,1.944,2.2086
Female,White (includes Hispanic),Ages 65+,All Stages,298.3841,0.9309,296.5623,300.2142
Female,White (includes Hispanic),Ages 65+,Localized,77.3675,0.4767,76.4359,78.3075
Female,White (includes Hispanic),Ages 65+,Regional,64.7405,0.436,63.8888,65.6006
Female,White (includes Hispanic),Ages 65+,Distant,135.6982,0.6268,134.4725,136.9322
Female,White (includes Hispanic),Ages 65+,Unstaged,20.5779,0.2376,20.1149,21.0489
Female,White (includes Hispanic),Ages <15,All Stages,0.0751,0.0137,0.0507,0.1072
Female,White (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,White (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,White (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,White (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,White (includes Hispanic),Ages 15-39,All Stages,1.0632,0.0406,0.985,1.1457
Female,White (includes Hispanic),Ages 15-39,Localized,0.3083,0.0215,0.2676,0.3533
Female,White (includes Hispanic),Ages 15-39,Regional,0.2387,0.0192,0.2026,0.2793
Female,White (includes Hispanic),Ages 15-39,Distant,0.4784,0.0276,0.4258,0.5355
Female,White (includes Hispanic),Ages 15-39,Unstaged,0.0378,0.0076,0.0244,0.0558
Female,White (includes Hispanic),Ages 40-64,All Stages,45.0772,0.2291,44.6293,45.5287
Female,White (includes Hispanic),Ages 40-64,Localized,9.6023,0.1051,9.3974,9.8108
Female,White (includes Hispanic),Ages 40-64,Regional,10.209,0.1087,9.997,10.4245
Female,White (includes Hispanic),Ages 40-64,Distant,24.0737,0.168,23.7455,24.4055
Female,White (includes Hispanic),Ages 40-64,Unstaged,1.1922,0.0371,1.1205,1.2675
Female,White (includes Hispanic),Ages 65-74,All Stages,259.2556,1.1764,256.955,261.5716
Female,White (includes Hispanic),Ages 65-74,Localized,69.3838,0.6091,68.195,70.588
Female,White (includes Hispanic),Ages 65-74,Regional,60.0512,0.5662,58.9465,61.1714
Female,White (includes Hispanic),Ages 65-74,Distant,120.1082,0.7999,118.5455,121.6862
Female,White (includes Hispanic),Ages 65-74,Unstaged,9.7124,0.2291,9.2686,10.1718
Female,White (includes Hispanic),Ages 75+,All Stages,341.1992,1.4642,338.3354,344.0807
Female,White (includes Hispanic),Ages 75+,Localized,86.1034,0.7433,84.6526,87.5722
Female,White (includes Hispanic),Ages 75+,Regional,69.8716,0.6706,68.5634,71.1979
Female,White (includes Hispanic),Ages 75+,Distant,152.7571,0.9782,150.8457,154.6861
Female,White (includes Hispanic),Ages 75+,Unstaged,32.4671,0.4297,31.6302,33.3206
Female,White (includes Hispanic),Ages < 20,All Stages,0.0978,0.0134,0.0733,0.128
Female,White (includes Hispanic),Ages < 20,Localized,0.0445,0.0091,0.0285,0.0662
Female,White (includes Hispanic),Ages < 20,Regional,0.0348,0.008,0.0209,0.0544
Female,White (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,White (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,All Races (includes Hispanic),All Ages,All Stages,62.9934,0.1514,62.697,63.2908
Male,All Races (includes Hispanic),All Ages,Localized,12.2739,0.0674,12.1421,12.4068
Male,All Races (includes Hispanic),All Ages,Regional,13.6854,0.0704,13.5478,13.824
Male,All Races (includes Hispanic),All Ages,Distant,32.9847,0.1089,32.7715,33.1989
Male,All Races (includes Hispanic),All Ages,Unstaged,4.0495,0.0394,3.9726,4.1274
Male,All Races (includes Hispanic),Ages < 50,All Stages,2.8571,0.0392,2.7808,2.9348
Male,All Races (includes Hispanic),Ages < 50,Localized,0.3645,0.014,0.3376,0.3929
Male,All Races (includes Hispanic),Ages < 50,Regional,0.5715,0.0175,0.5377,0.6067
Male,All Races (includes Hispanic),Ages < 50,Distant,1.8211,0.0313,1.7603,1.8835
Male,All Races (includes Hispanic),Ages < 50,Unstaged,0.1,0.0073,0.0861,0.1154
Male,All Races (includes Hispanic),Ages 50-64,All Stages,87.0148,0.391,86.2501,87.7846
Male,All Races (includes Hispanic),Ages 50-64,Localized,13.0458,0.1506,12.7524,13.3444
Male,All Races (includes Hispanic),Ages 50-64,Regional,19.3927,0.1846,19.0326,19.758
Male,All Races (includes Hispanic),Ages 50-64,Distant,51.1764,0.3003,50.5895,51.7684
Male,All Races (includes Hispanic),Ages 50-64,Unstaged,3.3999,0.0771,3.2504,3.5545
Male,All Races (includes Hispanic),Ages 65+,All Stages,378.8164,1.0813,376.7001,380.9416
Male,All Races (includes Hispanic),Ages 65+,Localized,79.5485,0.4964,78.5786,80.5273
Male,All Races (includes Hispanic),Ages 65+,Regional,82.0002,0.5019,81.0194,82.99
Male,All Races (includes Hispanic),Ages 65+,Distant,189.8337,0.7641,188.3389,191.3373
Male,All Races (includes Hispanic),Ages 65+,Unstaged,27.434,0.2949,26.8591,28.018
Male,All Races (includes Hispanic),Ages <15,All Stages,0.0418,0.0085,0.0268,0.0622
Male,All Races (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,All Races (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,All Races (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,All Races (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,All Races (includes Hispanic),Ages 15-39,All Stages,0.9863,0.033,0.9227,1.0529
Male,All Races (includes Hispanic),Ages 15-39,Localized,0.2083,0.0149,0.1801,0.2396
Male,All Races (includes Hispanic),Ages 15-39,Regional,0.1787,0.014,0.1523,0.2082
Male,All Races (includes Hispanic),Ages 15-39,Distant,0.5539,0.0249,0.5062,0.6046
Male,All Races (includes Hispanic),Ages 15-39,Unstaged,0.0454,0.0071,0.0326,0.0614
Male,All Races (includes Hispanic),Ages 40-64,All Stages,48.5555,0.2107,48.1434,48.9704
Male,All Races (includes Hispanic),Ages 40-64,Localized,7.0431,0.0794,6.8884,7.2006
Male,All Races (includes Hispanic),Ages 40-64,Regional,10.7156,0.0988,10.523,10.9111
Male,All Races (includes Hispanic),Ages 40-64,Distant,28.9378,0.1633,28.6186,29.2598
Male,All Races (includes Hispanic),Ages 40-64,Unstaged,1.8589,0.041,1.7794,1.9412
Male,All Races (includes Hispanic),Ages 65-74,All Stages,303.7491,1.2271,301.3487,306.1638
Male,All Races (includes Hispanic),Ages 65-74,Localized,63.8401,0.564,62.7393,64.9552
Male,All Races (includes Hispanic),Ages 65-74,Regional,70.1263,0.5897,68.9752,71.2917
Male,All Races (includes Hispanic),Ages 65-74,Distant,155.1371,0.8756,153.4256,156.8629
Male,All Races (includes Hispanic),Ages 65-74,Unstaged,14.6456,0.2705,14.1201,15.1855
Male,All Races (includes Hispanic),Ages 75+,All Stages,460.9563,1.8233,457.3895,464.544
Male,All Races (includes Hispanic),Ages 75+,Localized,96.7368,0.8364,95.1043,98.3902
Male,All Races (includes Hispanic),Ages 75+,Regional,94.9929,0.8298,93.3735,96.6332
Male,All Races (includes Hispanic),Ages 75+,Distant,227.7993,1.2817,225.294,230.3254
Male,All Races (includes Hispanic),Ages 75+,Unstaged,41.4273,0.5419,40.3719,42.5034
Male,All Races (includes Hispanic),Ages < 20,All Stages,0.059,0.0087,0.0432,0.0787
Male,All Races (includes Hispanic),Ages < 20,Localized,0.0309,0.0063,0.0198,0.0459
Male,All Races (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,All Races (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,All Races (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,43.3085,1.9225,39.6219,47.214
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Localized,6.5125,0.7569,5.1139,8.1377
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Regional,10.4318,0.9202,8.7063,12.3704
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Distant,22.0628,1.3622,19.4736,24.8694
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Unstaged,4.3014,0.6488,3.1248,5.7239
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,53.0119,3.8795,45.6805,61.1881
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Localized,7.1152,1.4243,4.6026,10.5091
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Regional,14.1391,2.0005,10.4927,18.6476
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Distant,28.6863,2.8569,23.3611,34.865
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,274.626,14.427,247.0743,304.4282
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Localized,42.275,5.717,31.8191,55.0759
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Regional,64.1942,6.8363,51.4975,79.1333
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Distant,138.1795,10.1854,118.9369,159.6773
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Unstaged,29.9774,4.9975,20.9937,41.4334
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,27.7139,1.9835,23.9626,31.9027
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Localized,3.848,0.7421,2.5334,5.6223
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Regional,7.5216,1.0362,5.6291,9.8639
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Distant,14.8289,1.4494,12.1245,17.9746
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,221.6334,15.1459,192.9402,253.3428
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Localized,33.2314,5.8758,22.7282,46.8568
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Regional,58.1776,7.7606,43.9701,75.4618
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Distant,114.014,10.8495,93.7434,137.321
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Unstaged,16.2104,4.1151,9.1747,26.4446
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,332.6114,25.2621,284.9401,386.036
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Localized,52.1706,10.0998,34.2867,76.095
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Regional,70.7775,11.5265,50.0128,97.3933
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Distant,164.6219,17.7214,131.7292,203.3104
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Unstaged,45.0415,9.4477,28.4661,67.7306
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,46.2764,0.4437,45.4108,47.1538
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Localized,7.8652,0.1841,7.5084,8.2339
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Regional,9.2509,0.1976,8.8677,9.6459
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Distant,26.1182,0.3319,25.4717,26.7763
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Unstaged,3.0422,0.1175,2.8162,3.2807
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,2.6309,0.1148,2.4107,2.8656
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Localized,0.2592,0.0357,0.1939,0.3394
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Regional,0.4304,0.0463,0.3445,0.5311
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Distant,1.8271,0.0958,1.6441,2.0248
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Unstaged,0.1141,0.0238,0.0723,0.1713
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,58.7359,1.0737,56.6501,60.8794
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Localized,8.3149,0.4009,7.5477,9.1398
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Regional,11.967,0.4843,11.0365,12.9555
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Distant,36.0171,0.842,34.3854,37.7066
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Unstaged,2.4369,0.2205,2.0239,2.9096
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,281.3961,3.2047,275.1497,287.7481
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Localized,50.8814,1.3617,48.2472,53.6216
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Regional,56.5321,1.4293,53.7651,59.4045
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Distant,153.4569,2.3654,148.8554,158.164
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Unstaged,20.5258,0.8819,18.8335,22.3274
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,0.961,0.0945,0.7847,1.1648
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Localized,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Regional,0.1399,0.0353,0.0795,0.2284
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Distant,0.6425,0.0779,0.4989,0.8142
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,34.1106,0.5857,32.9722,35.2791
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Localized,4.6014,0.2126,4.1941,5.0387
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Regional,6.7539,0.2596,6.2545,7.2834
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Distant,21.3713,0.4652,20.4691,22.3037
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Unstaged,1.3841,0.1185,1.1616,1.6376
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,204.7821,3.4354,198.1037,211.6271
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Localized,38.4429,1.4942,35.5698,41.4846
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Regional,45.9989,1.6343,42.8511,49.3151
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Distant,110.4565,2.5137,105.5841,115.495
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Unstaged,9.8838,0.7613,8.4479,11.4914
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,365.2284,5.5597,354.4119,376.2911
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Localized,64.4917,2.3364,59.9931,69.2383
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Regional,68.0576,2.4004,63.4337,72.9294
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Distant,200.5086,4.1198,192.5143,208.7495
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Unstaged,32.1705,1.6483,29.0207,35.5692
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Localized,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,Black (includes Hispanic),All Ages,All Stages,73.5099,0.5453,72.4451,74.5856
Male,Black (includes Hispanic),All Ages,Localized,12.0357,0.2247,11.5994,12.4832
Male,Black (includes Hispanic),All Ages,Regional,15.6467,0.2522,15.1563,16.1481
Male,Black (includes Hispanic),All Ages,Distant,41.3961,0.4031,40.6097,42.193
Male,Black (includes Hispanic),All Ages,Unstaged,4.4314,0.144,4.1536,4.7214
Male,Black (includes Hispanic),Ages < 50,All Stages,3.6324,0.1244,3.3926,3.8839
Male,Black (includes Hispanic),Ages < 50,Localized,0.3454,0.0378,0.2754,0.4272
Male,Black (includes Hispanic),Ages < 50,Regional,0.7263,0.0554,0.6217,0.8427
Male,Black (includes Hispanic),Ages < 50,Distant,2.4255,0.102,2.2298,2.6331
Male,Black (includes Hispanic),Ages < 50,Unstaged,0.1352,0.024,0.0922,0.1903
Male,Black (includes Hispanic),Ages 50-64,All Stages,125.3629,1.4054,122.6232,128.1485
Male,Black (includes Hispanic),Ages 50-64,Localized,16.0471,0.502,15.0782,17.0622
Male,Black (includes Hispanic),Ages 50-64,Regional,25.663,0.6364,24.4307,26.9416
Male,Black (includes Hispanic),Ages 50-64,Distant,78.9203,1.1153,76.7493,81.1374
Male,Black (includes Hispanic),Ages 50-64,Unstaged,4.7325,0.2726,4.2132,5.2983
Male,Black (includes Hispanic),Ages 65+,All Stages,412.0844,3.9146,404.4472,419.831
Male,Black (includes Hispanic),Ages 65+,Localized,74.2116,1.6608,70.9919,77.5412
Male,Black (includes Hispanic),Ages 65+,Regional,89.1928,1.8195,85.6619,92.8334
Male,Black (includes Hispanic),Ages 65+,Distant,220.0064,2.8425,214.47,225.6515
Male,Black (includes Hispanic),Ages 65+,Unstaged,28.6736,1.0841,26.5879,30.8771
Male,Black (includes Hispanic),Ages <15,All Stages,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,Black (includes Hispanic),Ages 15-39,All Stages,1.4254,0.1095,1.2188,1.6554
Male,Black (includes Hispanic),Ages 15-39,Localized,0.2191,0.041,0.1462,0.3147
Male,Black (includes Hispanic),Ages 15-39,Regional,0.2206,0.0431,0.1445,0.3209
Male,Black (includes Hispanic),Ages 15-39,Distant,0.9377,0.0898,0.77,1.1294
Male,Black (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
